item_id,item_material,item_num,item_length,item_width,item_order
76,YSH-0215S,1,659.5,511.0,order210
77,YSH-0218SD,1,883.0,58.0,order179
78,YSH-0218S,1,582.5,486.0,order394
79,HT9-0218S,1,739.0,388.0,order187
80,XXB-0215S,1,672.0,389.0,order201
81,NSLH-0218S,1,360.0,579.0,order374
82,YSH-0218S,1,892.0,575.0,order42
83,YSH-0218S,1,814.0,328.0,order179
84,YSH-0218S,1,458.0,83.0,order352
85,YSH-0215S,1,485.0,92.5,order142
86,YSH-0218S,1,521.0,342.0,order326
87,YSH-0218SD,1,588.0,68.0,order266
89,HT9-0218S,1,790.0,374.9,order397
90,YSH-0218S,1,661.0,424.0,order25
91,HT9-0218S,1,2418.0,58.0,order130
92,YSH-0215S,1,388.0,158.0,order221
93,HT9-0215S,1,824.0,439.0,order316
94,HT9-0215S,1,438.0,158.0,order316
95,YSH-0225S,1,495.5,308.0,order182
96,NSLH-0218S,1,980.0,38.0,order378
97,NSLH-0215S,1,980.0,1155.0,order378
98,YSH-0218S,1,1934.0,550.0,order91
99,HT9-0218S,1,585.0,78.0,order132
100,YSH-0218SD,1,1396.0,58.0,order401
101,YSH-0218SD,1,790.0,58.0,order142
102,HT9-0215S,1,338.0,118.0,order396
104,YSH-0215S,1,538.5,239.0,order135
105,HT9-0218S,1,160.0,582.0,order132
106,QKQ-0218S,1,1741.5,382.5,order128
107,HT9-0218S,1,483.0,375.0,order73
108,YSH-0218S,1,552.0,147.0,order144
109,YSH-0215S,1,624.0,399.0,order25
110,MNH-0225S,1,772.0,596.5,order326
111,YSH-0218S,1,388.0,290.0,order401
112,YSH-0218S,1,944.0,425.0,order139
113,NSLH-0218S,1,462.0,429.0,order267
114,YSH-0218S,1,2378.0,38.0,order400
115,YSH-0218SD,1,2238.0,780.0,order393
116,YSH-0218S,1,498.0,944.0,order352
117,YSH-0215S,1,572.0,98.0,order105
118,HT9-0218S,1,1928.0,580.0,order73
119,HT9-0218S,1,2398.0,380.0,order380
120,NSLH-0218S,1,409.0,560.0,order373
121,YSH-0215S,1,1328.0,118.0,order352
122,HT9-0218S,1,395.0,48.0,order316
123,HT9-0218S,1,1477.0,58.0,order316
124,HT9-0215S,1,338.0,158.0,order391
125,YSH-0218S,1,748.0,310.0,order352
126,GDMY-0218S,1,133.0,526.5,order36
127,YSH-0218S,1,714.0,557.0,order194
128,YSH-0225S,1,1198.0,448.0,order355
129,NSLH-0218S,1,773.0,558.0,order375
130,YSH-0218SD,1,813.0,58.0,order262
131,HT9-0218S,1,952.0,58.0,order130
132,YSH-0218S,1,568.0,538.0,order93
133,YSH-0215S,1,438.0,118.0,order92
134,YSH-0218SD,1,872.0,577.0,order392
135,YSH-0218S,1,894.0,358.0,order137
136,YSH-0215S,1,404.0,339.0,order394
137,YSH-0215S,1,387.5,736.0,order182
138,HT9-0215S,1,195.0,503.5,order72
139,YSH-0218S,1,552.0,328.0,order204
140,YSH-0218S,1,981.0,345.0,order25
141,HT9-0218S,1,360.5,183.5,order74
142,HT9-0218S,1,483.0,375.0,order74
143,YSH-0218S,1,845.0,348.0,order133
144,YSH-0215S,1,607.0,52.5,order352
145,YSH-0218S,1,2088.0,561.0,order25
146,YSH-0218SD,1,1252.0,58.0,order13
147,NSLH-0218S,1,1462.0,58.0,order267
148,YSH-0215S,1,326.0,439.0,order91
149,YSH-0215S,1,850.0,172.5,order42
150,HT9-0218S,1,195.0,327.0,order72
151,YSH-0218S,1,715.0,517.0,order13
152,YSH-0218S,1,643.0,427.5,order400
153,YSH-0218S,1,381.0,577.0,order142
154,XXB-0218S,1,2146.0,423.5,order201
155,YSH-0215S,1,538.5,239.0,order135
156,MNH-0218S,1,688.0,329.5,order137
157,YSH-0218S,1,1878.0,563.0,order138
158,YSH-0218S,1,465.0,364.0,order91
159,HT9-0218S,1,498.0,580.0,order73
160,YSH-0218S,1,846.0,558.0,order210
161,HT9-0218S,1,741.0,290.0,order391
162,YSH-0218S,1,668.5,131.5,order352
163,HT9-0218S,1,980.0,58.0,order397
164,HT9-0218S,1,552.0,38.0,order131
165,YSH-0218S,1,701.0,425.0,order139
166,GHSS-0218S,1,2398.0,198.0,order126
167,YSH-0218SD,1,558.0,58.0,order180
168,NJHL-0218S,1,298.0,248.0,order13
169,YSH-0218S,1,404.0,48.0,order326
170,YSH-0218S,1,1398.0,38.0,order141
171,HT9-0218S,1,621.0,176.0,order396
172,YSH-0218S,1,486.5,580.0,order36
173,XXB-0218SD,1,1943.0,58.0,order42
174,YSH-0218S,1,598.0,558.0,order180
175,HT9-0215S,1,2301.0,500.0,order224
176,HT9-0215S,1,238.0,158.0,order391
177,YSH-0215S,1,488.0,78.0,order352
178,YSH-0218S,1,881.0,315.0,order231
179,YSH-0218S,1,419.0,306.0,order137
180,YSH-0215S,1,631.0,212.5,order401
181,YSH-0218S,1,454.5,275.0,order326
182,HT9-0215S,1,455.5,132.5,order72
183,YSH-0218SD,1,851.0,58.0,order231
184,NSLH-0218S,1,846.5,579.0,order373
185,HT9-0215S,1,300.0,439.0,order147
186,YSH-0218S,1,1396.0,289.0,order401
187,YSH-0215S,1,238.0,238.0,order401
188,HT9-0215S,1,438.0,118.0,order106
189,YSH-0218SD,1,1454.5,390.0,order105
190,YSH-0218SD,1,355.0,58.0,order393
191,YSH-0218S,1,1018.0,380.0,order303
192,YSH-0218S,1,2084.0,358.0,order326
193,ZZL-0218S,1,451.0,360.0,order352
194,YSH-0218SD,1,1458.0,830.0,order105
195,PGBL-0418S,1,642.5,374.0,order380
196,YSH-0218S,1,2398.0,38.0,order266
197,YDH-0218S,1,481.0,148.0,order92
198,YSH-0218S,1,875.5,352.0,order133
199,HT9-0218S,1,1918.0,148.0,order396
200,HT9-0218S,1,1708.0,58.0,order130
201,HT9-0218S,1,1898.0,38.0,order124
202,YSH-0218SD,1,659.0,84.0,order314
203,YSH-0218S,1,778.0,541.0,order138
204,YSH-0218SD,1,971.0,520.0,order143
205,YSH-0215S,1,750.0,389.0,order139
206,HT9-0218S,1,2376.0,397.0,order150
207,HT9-0218S,1,1160.0,537.0,order132
208,HT9-0218S,1,2343.0,560.0,order147
209,HT9-0218S,1,928.0,379.0,order380
210,YSH-0215S,1,388.0,118.0,order141
212,HT9-0218S,1,342.0,397.0,order380
213,YSH-0218S,1,449.0,542.0,order91
214,HT9-0215S,1,338.0,158.0,order391
215,YSH-0215S,1,951.0,448.0,order352
216,NSLH-0218S,1,544.0,247.0,order67
217,YSH-0218S,1,1998.0,558.0,order91
218,YSH-0218S,1,1998.0,558.0,order91
219,HT9-0215S,1,338.0,158.0,order157
220,HT9-0218S,1,1864.0,427.5,order73
222,YSH-0215S,1,439.5,335.0,order326
223,NSLH-0218S,1,1494.0,495.0,order267
224,YSH-0215S,1,1829.5,855.0,order180
225,MNH-0218S,1,323.0,378.0,order135
226,YSH-0215S,1,537.5,52.5,order135
227,YSH-0215S,1,288.0,238.0,order137
228,YSH-0218SD,1,362.0,539.0,order394
229,HT9-0215S,1,438.0,118.0,order106
230,YSH-0215S,1,365.0,92.5,order136
231,YSH-0218S,1,1998.0,528.0,order141
232,NSLH-0218S,1,1498.0,430.0,order267
233,YSH-0215S,1,1829.5,410.0,order180
234,MNH-0215S,1,305.0,524.0,order135
235,HT9-0218S,1,538.0,530.0,order124
236,YSH-0218S,1,1093.0,38.0,order304
237,YSH-0218SD,1,572.0,58.0,order105
238,YSH-0215S,1,514.0,389.0,order355
239,YSH-0218S,1,559.0,467.0,order91
241,YSH-0218S,1,846.0,560.0,order210
242,HT9-0218S,1,700.0,58.0,order397
243,YSH-0218S,1,846.0,579.0,order210
244,YSH-0218SD,1,1423.0,58.0,order138
245,NSLH-0218S,1,818.0,296.5,order375
246,GDMY-0218S,1,490.0,578.0,order36
247,YSH-0218S,1,272.0,327.0,order182
248,YSH-0218S,1,736.0,308.0,order182
249,YSH-0218S,1,393.0,328.0,order179
250,HT9-0218S,1,811.5,286.0,order132
251,YSH-0218SD,1,555.0,78.0,order104
252,HT9-0218S,1,375.0,48.0,order201
253,YSH-0215S,1,138.0,568.0,order93
254,YSH-0218S,1,1934.0,469.5,order91
255,YSH-0218S,1,998.0,38.0,order137
256,YSH-0218S,1,2088.0,558.0,order25
257,YSH-0218S,1,881.0,315.0,order231
258,HT9-0218S,1,241.5,327.0,order321
260,YSH-0215S,1,338.0,158.0,order394
261,MNH-0218S,1,1762.0,349.0,order137
262,YSH-0218S,1,736.0,347.0,order182
263,NJHL-0218S,1,482.0,829.5,order13
264,YSH-0215S,1,910.0,882.0,order231
265,NSLH-0218S,1,438.0,580.0,order374
266,YSH-0218S,1,747.0,758.0,order393
267,YSH-0215S,1,2281.0,362.0,order394
268,YSH-0218S,1,153.1,792.0,order140
269,YSH-0215S,1,438.0,158.0,order210
270,YSH-0218S,1,288.5,295.0,order126
271,NSLH-0218S,1,2208.0,58.0,order373
272,XMJQ-0218S,1,571.0,38.0,order126
273,HT9-0218S,1,859.0,58.0,order147
275,YSH-0218S,1,736.0,347.0,order182
276,YSH-0218S,1,493.0,205.0,order394
277,YSH-0218S,1,988.0,380.0,order352
278,YSH-0218S,1,693.0,204.0,order221
279,HT9-0218S,1,871.0,58.0,order124
280,HT9-0218S,1,980.0,578.0,order397
281,YSH-0218S,1,552.0,328.0,order204
282,YSH-0218S,1,588.0,68.0,order204
283,HT9-0215S,1,338.0,198.0,order62
284,YSH-0218S,1,634.5,427.0,order355
285,YSH-0218S,1,736.0,294.5,order182
286,YSH-0215S,1,851.0,489.0,order42
287,HT9-0218S,1,498.0,448.0,order149
288,YSH-0215S,1,361.0,801.0,order140
289,HT9-0218S,1,835.0,560.0,order74
290,HT9-0218S,1,344.0,48.0,order147
291,YSH-0215S,1,238.0,238.0,order401
292,YSH-0218SD,1,394.0,58.0,order136
293,HT9-0218S,1,1252.0,459.5,order201
294,HT9-0218S,1,426.0,380.0,order380
296,YSH-0218SD,1,736.0,58.0,order182
297,YSH-0218S,1,462.0,379.0,order27
298,YSH-0218S,1,542.5,437.0,order210
299,YSH-0215S,1,948.0,662.0,order25
300,YSH-0218SD,1,2054.0,58.0,order104
301,YSH-0218S,1,725.0,328.0,order204
302,YSH-0218S,1,2384.0,368.0,order180
303,MNH-0215S,1,697.5,348.0,order326
304,YSH-0218S,1,2398.0,38.0,order27
305,YDH-0218S,1,482.0,58.0,order92
306,YSH-0215S,1,438.0,78.0,order314
307,YSH-0218S,1,521.0,540.0,order326
308,YSH-0218SD,1,272.0,58.0,order182
309,YSH-0218S,1,462.0,379.0,order27
310,NJHL-0218S,1,479.0,432.0,order27
311,NSLH-0218S,1,2112.0,578.0,order267
312,YSH-0218SD,1,1764.0,58.0,order139
313,YSH-0218S,1,512.0,245.0,order138
314,YSH-0218S,1,2274.0,414.2,order132
315,YSH-0218S,1,643.0,427.5,order400
316,MNH-0218S,1,1144.0,395.0,order126
317,YSH-0218S,1,592.0,133.5,order93
319,YSH-0218SD,1,440.0,58.0,order210
320,HT9-0218S,1,527.5,208.5,order72
321,HT9-0218S,1,195.0,327.0,order72
322,YSH-0215S,1,353.5,870.0,order137
323,YSH-0218S,1,728.0,290.0,order401
324,YSH-0218S,1,560.0,495.0,order91
325,YSH-0218S,1,1036.0,380.0,order27
326,YSH-0218S,1,1036.0,380.0,order27
327,HT9-0218S,1,2136.0,580.0,order278
328,HT9-0218S,1,2398.0,338.0,order224
329,YSH-0218S,1,272.0,274.5,order182
330,YSH-0218S,1,456.0,472.0,order141
331,XXB-0215S,1,438.0,118.0,order373
332,YSH-0218S,1,522.0,460.0,order27
333,YSH-0218S,1,419.0,306.0,order137
334,YSH-0218S,1,381.0,577.0,order142
335,HT9-0215S,1,559.5,92.5,order396
336,YSH-0218S,1,384.0,308.0,order179
337,YSH-0215S,1,2261.0,402.0,order13
338,HT9-0215S,1,2251.0,980.0,order316
339,MNH-0218S,1,306.0,348.0,order137
340,HT9-0218S,1,1913.0,38.0,order354
341,HT9-0218S,1,721.0,360.0,order380
342,YSH-0218S,1,462.0,379.0,order27
343,HT9-0218S,1,362.0,360.0,order380
344,HT9-0215S,1,348.0,118.0,order187
345,YSH-0218S,1,753.0,535.0,order92
346,YSH-0218S,1,827.5,456.0,order91
347,HT9-0225S,1,1098.0,398.0,order61
348,YSH-0218S,1,548.0,38.0,order137
349,HT9-0215S,1,2241.0,675.0,order150
350,YSH-0225S,1,1021.0,328.0,order182
351,YSH-0218S,1,961.0,929.5,order266
352,HT9-0218S,1,746.0,559.0,order128
353,YSH-0218S,1,461.0,559.5,order13
354,HT9-0215S,1,488.0,78.0,order132
355,HT9-0215S,1,2246.0,424.0,order147
356,YMH-0218S,1,2279.0,439.0,order147
357,NSLH-0215S,1,618.0,462.0,order267
358,YSH-0215S,1,458.0,398.0,order299
359,YSH-0218S,1,1796.0,38.0,order36
360,YSH-0218S,1,2298.0,398.0,order263
361,YSH-0218SD,1,2260.0,58.0,order263
362,YSH-0218SD,1,1458.0,830.0,order105
363,HT9-0215S,1,1145.5,966.0,order395
364,YSH-0215S,1,540.0,132.5,order326
365,HT9-0218S,1,160.0,582.0,order132
366,HT9-0218S,1,484.0,308.0,order147
367,JH-0215S,1,387.5,349.0,order182
368,HT9-0218S,1,871.0,58.0,order124
369,HT9-0218S,1,2343.0,560.0,order147
370,HT9-0218S,1,463.0,344.0,order147
371,YSH-0218S,1,457.0,521.0,order141
372,NSLH-0215S,1,301.5,450.5,order376
374,YSH-0215S,1,488.0,158.0,order393
376,YSH-0218S,1,693.0,205.0,order221
377,HT9-0215S,1,463.0,172.5,order61
378,YSH-0218S,1,892.0,522.5,order42
379,YSH-0215S,1,454.0,402.0,order315
380,YSH-0215S,1,238.0,78.0,order135
381,YSH-0218S,1,917.0,270.0,order401
382,QKQ-0218S,1,1741.5,382.5,order128
383,YSH-0218S,1,647.0,58.0,order138
384,YSH-0218S,1,1692.0,375.0,order400
385,HT9-0218S,1,928.0,379.0,order380
386,YSH-0215S,1,338.0,78.0,order83
387,YSH-0215S,1,338.0,158.0,order180
388,YDBS-0218S,1,1234.0,750.0,order194
391,YSH-0218SD,1,597.5,530.0,order266
392,XXB-0218S,1,1934.0,432.8,order373
393,YSH-0215S,1,488.0,118.0,order394
394,YSH-0215S,1,438.0,78.0,order314
395,YSH-0215S,1,1226.0,882.0,order231
396,YSH-0215S,1,488.0,198.0,order42
397,YSH-0215S,1,580.0,380.0,order266
398,YSH-0218S,1,374.0,38.0,order126
399,YSH-0218S,1,941.0,542.0,order91
401,MNH-0218S,1,305.0,377.0,order135
402,HT9-0218S,1,841.0,489.0,order149
403,YSH-0218SD,1,2282.0,450.0,order392
404,YSH-0218S,1,551.0,328.0,order204
405,YSH-0218SD,1,400.0,58.0,order352
406,YDH-0218S,1,1998.0,168.0,order92
407,NSLH-0218S,1,1462.0,186.5,order267
408,YSH-0218SD,1,598.0,77.0,order326
409,YSH-0218S,1,1036.0,380.0,order27
410,HT9-0215S,1,479.5,836.0,order74
411,YSH-0218S,1,362.0,408.0,order352
412,HT9-0215S,1,630.0,404.0,order201
413,HT9-0218S,1,2398.0,398.0,order380
414,YSH-0218S,1,777.0,525.0,order141
415,YSH-0218S,1,647.0,404.0,order393
416,YSH-0218SD,1,402.0,58.0,order315
417,HT9-0218S,1,861.0,58.0,order106
418,YSH-0218S,1,1162.0,525.0,order25
419,YSH-0218S,1,404.0,48.0,order326
420,YSH-0215S,1,1991.0,677.0,order25
421,YSH-0218S,1,1025.5,480.0,order303
422,HT9-0215S,1,447.0,132.5,order72
423,HT9-0218S,1,700.0,374.9,order397
424,HT9-0218S,1,700.0,376.0,order397
425,YSH-0215S,1,632.0,389.0,order266
426,YSH-0215S,1,768.5,552.0,order144
427,HT9-0215S,1,2001.0,871.0,order124
428,YSH-0218S,1,647.0,540.0,order138
429,YSH-0218S,1,962.0,557.0,order91
430,YSH-0218S,1,393.0,328.0,order179
431,YSH-0218S,1,2398.0,38.0,order13
432,HT9-0218S,1,740.0,388.0,order187
433,HT9-0218S,1,426.0,380.0,order380
434,HT9-0218S,1,424.0,559.0,order147
435,HT9-0218S,1,585.0,38.0,order149
436,PBWS-0418S,1,297.0,597.0,order400
437,YSH-0218SD,1,771.0,58.0,order141
438,YSH-0218S,1,2038.0,523.0,order143
439,YSH-0218S,1,451.0,510.0,order266
440,HT9-0218S,1,762.0,58.0,order278
441,YSH-0218S,1,2034.0,445.0,order124
442,HT9-0218S,1,1975.0,128.0,order151
443,HT9-0218S,1,1155.0,128.0,order151
444,YDH-0218S,1,556.5,168.0,order92
445,YSH-0218S,1,492.0,220.0,order394
446,HT9-0218S,1,389.0,446.0,order380
447,YSH-0218S,1,2384.0,434.0,order180
448,HT9-0218S,1,877.0,292.0,order354
449,HT9-0218S,1,1928.0,580.0,order74
450,HT9-0215S,1,299.0,92.5,order147
451,YSH-0215S,1,338.0,78.0,order400
452,YSH-0218S,1,736.5,426.3,order136
453,YSH-0218S,1,876.0,306.0,order137
454,YSH-0218S,1,2045.0,348.0,order182
455,YSH-0218S,1,498.0,530.0,order352
456,YDH-0218S,1,883.0,277.5,order91
457,HT9-0218S,1,836.0,579.0,order73
458,HT9-0218S,1,413.5,579.0,order74
459,FMB-0218S,1,660.0,427.0,order221
460,YSH-0215S,1,488.0,78.0,order352
461,HT9-0218S,1,538.0,530.0,order124
462,YSH-0218S,1,827.5,456.0,order91
463,YSH-0218S,1,353.5,324.0,order137
465,YDH-0215S,1,438.0,78.0,order91
466,HT9-0218S,1,1159.0,492.5,order395
467,YSH-0218SD,1,595.0,440.0,order266
468,HT9-0218S,1,498.0,580.0,order74
469,HT9-0218S,1,538.0,154.5,order132
470,HT9-0218S,1,934.0,358.0,order380
471,XMJQ-0225S,1,699.0,478.0,order83
472,YSH-0218S,1,1848.0,558.0,order180
473,XXB-0218S,1,598.0,38.0,order27
474,YSH-0218S,1,598.0,558.0,order194
475,YSH-0215S,1,288.0,118.0,order182
476,HT9-0218S,1,836.0,579.0,order73
477,ZZL-0218S,1,998.0,380.0,order352
478,HT9-0218S,1,527.5,208.5,order72
479,HT9-0218S,1,1560.0,307.0,order72
480,HT9-0218S,1,2360.0,377.0,order62
481,YSH-0218S,1,2045.0,558.0,order194
482,XMJQ-0218S,1,578.0,38.0,order126
483,YSH-0218S,1,518.0,48.0,order13
484,YSH-0215S,1,288.0,158.0,order179
485,HT9-0218S,1,160.0,581.0,order132
486,NSLH-0218S,1,765.0,308.0,order378
487,HT9-0218S,1,427.0,344.0,order147
488,XXB-0218S,1,404.5,423.5,order201
490,YSH-0218S,1,404.0,48.0,order393
491,YSH-0218S,1,219.0,268.0,order194
492,NSLH-0218S,1,2086.0,58.0,order377
493,HT9-0215S,1,685.0,132.5,order391
494,YSH-0215S,1,454.0,132.5,order210
495,YSH-0218S,1,988.0,380.0,order352
496,YSH-0218S,1,897.0,380.0,order304
497,HT9-0218S,1,1860.0,58.0,order321
498,NSLH-0218S,1,2188.0,98.0,order373
499,MNH-0218S,1,306.0,348.0,order137
500,YSH-0218S,1,2045.0,348.0,order182
501,HT9-0218S,1,430.0,488.0,order149
502,YSH-0218S,1,622.0,528.0,order314
503,YSH-0218S,1,298.0,378.0,order401
504,YSH-0218S,1,790.0,577.0,order142
505,YSH-0218SD,1,621.0,78.0,order91
506,YSH-0218S,1,1860.0,561.0,order91
507,YSH-0218S,1,785.5,486.0,order139
508,HT9-0218S,1,363.5,376.0,order396
509,YSH-0218S,1,829.0,548.0,order299
510,YSH-0218S,1,338.0,504.5,order194
511,YSH-0215S,1,338.0,158.0,order394
512,HT9-0218S,1,455.0,376.0,order157
513,YSH-0218S,1,546.0,580.0,order210
514,YSH-0215S,1,632.0,389.0,order266
515,XXB-0218S,1,1969.0,384.0,order374
516,YSH-0218SD,1,1961.0,555.0,order104
517,YSH-0218S,1,404.0,48.0,order393
518,YSH-0218S,1,354.0,758.0,order393
519,YSH-0218SD,1,2163.0,58.0,order299
520,YSH-0218S,1,371.5,325.0,order137
521,HT9-0218S,1,861.0,575.0,order106
522,YSH-0218S,1,1221.5,426.3,order136
523,HT9-0218S,1,1918.0,398.0,order396
524,YSH-0218SD,1,821.0,567.0,order299
525,XXB-0215S,1,388.0,118.0,order201
526,HT9-0218S,1,502.0,288.0,order132
527,ZYF-0218S,1,1808.0,560.0,order314
528,YSH-0218S,1,201.0,48.0,order315
529,NSLH-0218S,1,786.0,558.0,order67
530,HT9-0218S,1,608.0,275.0,order354
531,HT9-0218S,1,2318.0,377.0,order397
532,YSH-0215S,1,1328.0,198.0,order352
533,NSLH-0218S,1,438.0,580.0,order374
534,YSH-0215S,1,2098.0,471.0,order314
535,XXB-0218S,1,1934.0,432.8,order373
536,XXB-0218S,1,598.0,480.0,order27
537,HT9-0218S,1,372.0,154.5,order132
538,GDMY-0215S,1,2051.0,491.0,order36
539,YSH-0215S,1,1439.5,752.0,order105
540,HT9-0218S,1,1410.0,58.0,order380
541,YSH-0218S,1,846.0,560.0,order210
542,NSLH-0218S,1,1494.0,495.0,order267
543,XMJQ-0218S,1,558.0,377.0,order83
544,YSH-0218S,1,272.0,327.0,order182
545,HT9-0215S,1,519.0,339.0,order62
546,YSH-0218SD,1,380.0,62.0,order352
547,YSH-0215S,1,767.0,92.5,order263
548,YSH-0218S,1,846.0,579.0,order210
549,HT9-0218S,1,498.0,580.0,order73
550,YSH-0218S,1,2394.0,437.0,order210
551,HT9-0218S,1,2303.0,589.0,order130
552,HT9-0218S,1,498.0,580.0,order74
553,HT9-0218S,1,385.0,58.0,order291
554,YSH-0215S,1,385.0,489.0,order36
555,YSH-0218SD,1,971.0,520.0,order143
556,NSLH-0218S,1,2098.0,598.0,order267
557,YSH-0218SD,1,2144.0,485.0,order266
558,HT9-0218S,1,552.0,277.0,order187
559,PKQL-0418S,1,2312.0,429.2,order106
560,HT9-0218S,1,505.0,38.0,order132
561,HT9-0218S,1,344.0,48.0,order147
562,YMH-0218S,1,2279.0,439.0,order147
563,YSH-0215S,1,251.0,439.0,order104
564,YSH-0218S,1,341.0,360.0,order400
565,YSH-0215S,1,789.0,172.5,order210
566,JH-0218S,1,996.0,458.0,order182
567,YSH-0215S,1,2225.5,424.0,order210
568,YSH-0215S,1,338.0,118.0,order263
569,YSH-0215S,1,385.0,489.0,order36
570,YSH-0218S,1,1438.0,38.0,order394
571,HT9-0218S,1,762.0,579.0,order278
572,HT9-0215S,1,1531.0,742.0,order391
573,YSH-0218SD,1,762.0,58.0,order104
574,HT9-0215S,1,706.0,339.0,order391
575,YSH-0218S,1,647.0,404.0,order393
576,YSH-0218S,1,341.0,270.0,order401
577,PBWS-0418S,1,1747.0,397.0,order400
578,YSH-0218S,1,143.5,356.0,order400
579,XXB-0218S,1,1608.0,38.0,order27
580,YSH-0218S,1,861.0,307.5,order137
581,YSH-0218S,1,606.0,378.0,order400
582,YSH-0218S,1,761.0,295.0,order126
583,YSH-0218S,1,2335.5,434.5,order149
584,HT9-0218S,1,500.0,317.0,order224
585,YSH-0215S,1,676.0,339.0,order180
586,YSH-0218SD,1,988.0,58.0,order180
587,HT9-0215S,1,338.0,198.0,order62
588,HT9-0218S,1,836.0,58.0,order73
589,YSH-0218SD,1,762.0,537.0,order104
590,YSH-0215S,1,492.5,371.0,order25
591,YSH-0218S,1,932.0,379.0,order303
592,ZZL-0215S,1,1579.5,452.0,order352
593,HT9-0215S,1,447.0,132.5,order72
594,YSH-0218S,1,1018.0,380.0,order303
595,YSH-0218S,1,345.0,439.0,order180
596,YSH-0218S,1,410.0,538.0,order180
597,HT9-0215S,1,141.0,570.0,order132
598,SRBW-0218S,1,981.0,48.0,order187
599,HT9-0218S,1,446.0,398.0,order129
600,HT9-0218S,1,412.5,560.0,order74
601,HT9-0215S,1,457.0,52.5,order132
602,YSH-0218SD,1,844.0,58.0,order136
603,HT9-0218S,1,788.0,58.0,order201
604,HT9-0215S,1,1421.0,576.0,order380
605,HT9-0215S,1,363.0,607.0,order396
606,YSH-0218S,1,832.0,458.0,order180
607,HT9-0218S,1,952.0,588.0,order130
608,HT9-0215S,1,338.0,198.0,order61
609,YSH-0218S,1,331.5,377.0,order263
610,YSH-0218S,1,798.0,580.0,order13
611,YSH-0218SD,1,457.0,58.0,order141
612,YSH-0225S,1,772.0,637.0,order314
613,YSH-0218S,1,492.0,220.0,order394
614,HT9-0218S,1,2318.0,377.0,order397
