FltNum,DptrDate,DptrTime,DptrStn,ArrvDate,ArrvTime,ArrvStn,Comp
FA865,8/14/2021,20:00,PXB,8/14/2021,21:45,NKX,C1F1
FA865,8/15/2021,20:00,PXB,8/15/2021,21:45,NKX,C1F1
FA865,8/16/2021,20:00,PXB,8/16/2021,21:45,NKX,C1F1
FA865,8/17/2021,20:00,PXB,8/17/2021,21:45,NKX,C1F1
FA865,8/18/2021,20:00,PXB,8/18/2021,21:45,NKX,C1F1
FA865,8/19/2021,20:00,PXB,8/19/2021,21:45,NKX,C1F1
FA865,8/20/2021,20:00,PXB,8/20/2021,21:45,NKX,C1F1
FA865,8/21/2021,20:00,PXB,8/21/2021,21:45,NKX,C1F1
FA865,8/22/2021,20:00,PXB,8/22/2021,21:45,NKX,C1F1
FA865,8/23/2021,20:00,PXB,8/23/2021,21:45,NKX,C1F1
FA865,8/24/2021,20:00,PXB,8/24/2021,21:45,NKX,C1F1
FA865,8/25/2021,20:00,PXB,8/25/2021,21:45,NKX,C1F1
FA872,8/12/2021,7:55,NKX,8/12/2021,9:00,PLM,C1F1
FA872,8/13/2021,7:55,NKX,8/13/2021,9:00,PLM,C1F1
FA872,8/14/2021,7:55,NKX,8/14/2021,9:00,PLM,C1F1
FA872,8/15/2021,7:55,NKX,8/15/2021,9:00,PLM,C1F1
FA872,8/16/2021,7:55,NKX,8/16/2021,9:00,PLM,C1F1
FA872,8/17/2021,7:55,NKX,8/17/2021,9:00,PLM,C1F1
FA872,8/18/2021,7:55,NKX,8/18/2021,9:00,PLM,C1F1
FA872,8/19/2021,7:55,NKX,8/19/2021,9:00,PLM,C1F1
FA872,8/20/2021,7:55,NKX,8/20/2021,9:00,PLM,C1F1
FA872,8/21/2021,7:55,NKX,8/21/2021,9:00,PLM,C1F1
FA872,8/22/2021,7:55,NKX,8/22/2021,9:00,PLM,C1F1
FA872,8/23/2021,7:55,NKX,8/23/2021,9:00,PLM,C1F1
FA872,8/24/2021,7:55,NKX,8/24/2021,9:00,PLM,C1F1
FA872,8/25/2021,7:55,NKX,8/25/2021,9:00,PLM,C1F1
FA873,8/12/2021,9:40,PLM,8/12/2021,10:50,NKX,C1F1
FA873,8/13/2021,9:40,PLM,8/13/2021,10:50,NKX,C1F1
FA873,8/14/2021,9:40,PLM,8/14/2021,10:50,NKX,C1F1
FA873,8/15/2021,9:40,PLM,8/15/2021,10:50,NKX,C1F1
FA873,8/16/2021,9:40,PLM,8/16/2021,10:50,NKX,C1F1
FA873,8/17/2021,9:40,PLM,8/17/2021,10:50,NKX,C1F1
FA873,8/18/2021,9:40,PLM,8/18/2021,10:50,NKX,C1F1
FA873,8/19/2021,9:40,PLM,8/19/2021,10:50,NKX,C1F1
FA873,8/20/2021,9:40,PLM,8/20/2021,10:50,NKX,C1F1
FA873,8/21/2021,9:40,PLM,8/21/2021,10:50,NKX,C1F1
FA873,8/22/2021,9:40,PLM,8/22/2021,10:50,NKX,C1F1
FA873,8/23/2021,9:40,PLM,8/23/2021,10:50,NKX,C1F1
FA873,8/24/2021,9:40,PLM,8/24/2021,10:50,NKX,C1F1
FA873,8/25/2021,9:40,PLM,8/25/2021,10:50,NKX,C1F1
FA884,8/11/2021,11:30,NKX,8/11/2021,13:50,XGS,C1F1
FA884,8/12/2021,11:30,NKX,8/12/2021,13:50,XGS,C1F1
FA884,8/13/2021,11:30,NKX,8/13/2021,13:50,XGS,C1F1
FA884,8/14/2021,11:30,NKX,8/14/2021,13:50,XGS,C1F1
FA884,8/15/2021,11:30,NKX,8/15/2021,13:50,XGS,C1F1
FA884,8/16/2021,11:30,NKX,8/16/2021,13:50,XGS,C1F1
FA884,8/17/2021,11:30,NKX,8/17/2021,13:50,XGS,C1F1
FA884,8/18/2021,11:30,NKX,8/18/2021,13:50,XGS,C1F1
FA884,8/19/2021,11:30,NKX,8/19/2021,13:50,XGS,C1F1
FA884,8/20/2021,11:30,NKX,8/20/2021,13:50,XGS,C1F1
FA884,8/21/2021,11:30,NKX,8/21/2021,13:50,XGS,C1F1
FA884,8/22/2021,11:30,NKX,8/22/2021,13:50,XGS,C1F1
FA884,8/23/2021,11:30,NKX,8/23/2021,13:50,XGS,C1F1
FA884,8/24/2021,11:30,NKX,8/24/2021,13:50,XGS,C1F1
FA884,8/25/2021,11:30,NKX,8/25/2021,13:50,XGS,C1F1
FA885,8/11/2021,14:30,XGS,8/11/2021,16:50,NKX,C1F1
FA885,8/12/2021,14:30,XGS,8/12/2021,16:50,NKX,C1F1
FA885,8/13/2021,14:30,XGS,8/13/2021,16:50,NKX,C1F1
FA885,8/14/2021,14:30,XGS,8/14/2021,16:50,NKX,C1F1
FA885,8/15/2021,14:30,XGS,8/15/2021,16:50,NKX,C1F1
FA885,8/16/2021,14:30,XGS,8/16/2021,16:50,NKX,C1F1
FA885,8/17/2021,14:30,XGS,8/17/2021,16:50,NKX,C1F1
FA885,8/18/2021,14:30,XGS,8/18/2021,16:50,NKX,C1F1
FA885,8/19/2021,14:30,XGS,8/19/2021,16:50,NKX,C1F1
FA885,8/20/2021,14:30,XGS,8/20/2021,16:50,NKX,C1F1
FA885,8/21/2021,14:30,XGS,8/21/2021,16:50,NKX,C1F1
FA885,8/22/2021,14:30,XGS,8/22/2021,16:50,NKX,C1F1
FA885,8/23/2021,14:30,XGS,8/23/2021,16:50,NKX,C1F1
FA885,8/24/2021,14:30,XGS,8/24/2021,16:50,NKX,C1F1
FA885,8/25/2021,14:30,XGS,8/25/2021,16:50,NKX,C1F1
FA888,8/18/2021,18:40,NKX,8/18/2021,21:00,XGS,C1F1
FA889,8/18/2021,21:40,XGS,8/19/2021,0:00,NKX,C1F1
FA890,8/14/2021,7:30,NKX,8/14/2021,9:50,XGS,C1F1
FA890,8/16/2021,7:30,NKX,8/16/2021,9:50,XGS,C1F1
FA890,8/17/2021,7:30,NKX,8/17/2021,9:50,XGS,C1F1
FA890,8/18/2021,7:30,NKX,8/18/2021,9:50,XGS,C1F1
FA890,8/19/2021,7:30,NKX,8/19/2021,9:50,XGS,C1F1
FA890,8/20/2021,7:30,NKX,8/20/2021,9:50,XGS,C1F1
FA890,8/21/2021,7:30,NKX,8/21/2021,9:50,XGS,C1F1
FA890,8/22/2021,7:30,NKX,8/22/2021,9:50,XGS,C1F1
FA890,8/23/2021,7:30,NKX,8/23/2021,9:50,XGS,C1F1
FA890,8/24/2021,7:30,NKX,8/24/2021,9:50,XGS,C1F1
FA890,8/25/2021,7:30,NKX,8/25/2021,9:50,XGS,C1F1
FA891,8/12/2021,10:30,XGS,8/12/2021,12:50,NKX,C1F1
FA891,8/14/2021,10:30,XGS,8/14/2021,12:50,NKX,C1F1
FA891,8/15/2021,10:30,XGS,8/15/2021,12:50,NKX,C1F1
FA891,8/16/2021,10:30,XGS,8/16/2021,12:50,NKX,C1F1
FA891,8/17/2021,10:30,XGS,8/17/2021,12:50,NKX,C1F1
FA891,8/18/2021,10:30,XGS,8/18/2021,12:50,NKX,C1F1
FA891,8/19/2021,10:30,XGS,8/19/2021,12:50,NKX,C1F1
FA891,8/20/2021,10:30,XGS,8/20/2021,12:50,NKX,C1F1
FA891,8/21/2021,10:30,XGS,8/21/2021,12:50,NKX,C1F1
FA891,8/22/2021,10:30,XGS,8/22/2021,12:50,NKX,C1F1
FA891,8/23/2021,10:30,XGS,8/23/2021,12:50,NKX,C1F1
FA891,8/24/2021,10:30,XGS,8/24/2021,12:50,NKX,C1F1
FA891,8/25/2021,10:30,XGS,8/25/2021,12:50,NKX,C1F1
