FltNum,DptrDate,DptrTime,DptrStn,ArrvDate,ArrvTime,ArrvStn,Comp
FB8567,8/28/2019,0:35,XXJ,8/28/2019,2:25,SXA,C1F1
FB8567,8/29/2019,0:35,XXJ,8/29/2019,2:25,SXA,C1F1
FB8567,8/30/2019,0:35,XXJ,8/30/2019,2:25,SXA,C1F1
FB8567,8/31/2019,0:35,XXJ,8/31/2019,2:25,SXA,C1F1
FB1000,8/1/2019,3:35,SXA,8/1/2019,5:55,TGD,C1F1
FB1000,8/2/2019,3:35,SXA,8/2/2019,5:55,TGD,C1F1
FB1000,8/3/2019,3:35,SXA,8/3/2019,5:55,TGD,C1F1
FB1000,8/4/2019,3:35,SXA,8/4/2019,5:55,TGD,C1F1
FB1000,8/6/2019,3:35,SXA,8/6/2019,5:55,TGD,C1F1
FB1000,8/7/2019,3:35,SXA,8/7/2019,5:55,TGD,C1F1
FB1000,8/8/2019,3:35,SXA,8/8/2019,5:55,TGD,C1F1
FB1000,8/9/2019,3:35,SXA,8/9/2019,5:55,TGD,C1F1
FB1000,8/10/2019,3:35,SXA,8/10/2019,5:55,TGD,C1F1
FB1000,8/11/2019,3:35,SXA,8/11/2019,5:55,TGD,C1F1
FB1000,8/13/2019,3:35,SXA,8/13/2019,5:55,TGD,C1F1
FB1000,8/14/2019,3:35,SXA,8/14/2019,5:55,TGD,C1F1
FB1000,8/15/2019,3:35,SXA,8/15/2019,5:55,TGD,C1F1
FB1000,8/16/2019,3:35,SXA,8/16/2019,5:55,TGD,C1F1
FB1000,8/17/2019,3:35,SXA,8/17/2019,5:55,TGD,C1F1
FB1000,8/18/2019,3:35,SXA,8/18/2019,5:55,TGD,C1F1
FB1000,8/20/2019,3:35,SXA,8/20/2019,5:55,TGD,C1F1
FB1000,8/21/2019,3:35,SXA,8/21/2019,5:55,TGD,C1F1
FB1000,8/22/2019,3:35,SXA,8/22/2019,5:55,TGD,C1F1
FB1000,8/23/2019,3:35,SXA,8/23/2019,5:55,TGD,C1F1
FB1000,8/24/2019,3:35,SXA,8/24/2019,5:55,TGD,C1F1
FB1000,8/25/2019,3:35,SXA,8/25/2019,5:55,TGD,C1F1
FB1000,8/27/2019,3:35,SXA,8/27/2019,5:55,TGD,C1F1
FB1000,8/28/2019,3:35,SXA,8/28/2019,5:55,TGD,C1F1
FB1000,8/29/2019,3:35,SXA,8/29/2019,5:55,TGD,C1F1
FB1000,8/30/2019,3:35,SXA,8/30/2019,5:55,TGD,C1F1
FB1000,8/31/2019,3:35,SXA,8/31/2019,5:55,TGD,C1F1
FB8558,8/1/2019,4:50,SXA,8/1/2019,7:00,TGD,C1F1
FB8558,8/2/2019,4:50,SXA,8/2/2019,7:00,TGD,C1F1
FB8558,8/3/2019,4:50,SXA,8/3/2019,7:00,TGD,C1F1
FB8558,8/6/2019,4:50,SXA,8/6/2019,7:00,TGD,C1F1
FB8558,8/7/2019,4:50,SXA,8/7/2019,7:00,TGD,C1F1
FB8558,8/8/2019,4:50,SXA,8/8/2019,7:00,TGD,C1F1
FB8558,8/9/2019,4:50,SXA,8/9/2019,7:00,TGD,C1F1
FB8558,8/10/2019,4:50,SXA,8/10/2019,7:00,TGD,C1F1
FB8558,8/13/2019,4:50,SXA,8/13/2019,7:00,TGD,C1F1
FB8558,8/14/2019,4:50,SXA,8/14/2019,7:00,TGD,C1F1
FB8558,8/15/2019,4:50,SXA,8/15/2019,7:00,TGD,C1F1
FB8558,8/16/2019,4:50,SXA,8/16/2019,7:00,TGD,C1F1
FB8558,8/17/2019,4:50,SXA,8/17/2019,7:00,TGD,C1F1
FB8558,8/20/2019,4:50,SXA,8/20/2019,7:00,TGD,C1F1
FB8558,8/21/2019,4:50,SXA,8/21/2019,7:00,TGD,C1F1
FB8558,8/22/2019,4:50,SXA,8/22/2019,7:00,TGD,C1F1
FB8558,8/23/2019,4:50,SXA,8/23/2019,7:00,TGD,C1F1
FB8558,8/24/2019,4:50,SXA,8/24/2019,7:00,TGD,C1F1
FB8558,8/27/2019,4:50,SXA,8/27/2019,7:00,TGD,C1F1
FB8558,8/28/2019,4:50,SXA,8/28/2019,7:00,TGD,C1F1
FB8558,8/29/2019,4:50,SXA,8/29/2019,7:00,TGD,C1F1
FB8558,8/30/2019,4:50,SXA,8/30/2019,7:00,TGD,C1F1
FB8558,8/31/2019,4:50,SXA,8/31/2019,7:00,TGD,C1F1
FB89,8/1/2019,6:10,TGD,8/1/2019,9:00,HUK,C1F1
FB89,8/2/2019,6:10,TGD,8/2/2019,9:00,HUK,C1F1
FB89,8/3/2019,6:10,TGD,8/3/2019,9:00,HUK,C1F1
FB89,8/4/2019,6:10,TGD,8/4/2019,9:00,HUK,C1F1
FB89,8/5/2019,6:10,TGD,8/5/2019,9:00,HUK,C1F1
FB89,8/6/2019,6:10,TGD,8/6/2019,9:00,HUK,C1F1
FB89,8/7/2019,6:10,TGD,8/7/2019,9:00,HUK,C1F1
FB89,8/8/2019,6:10,TGD,8/8/2019,9:00,HUK,C1F1
FB89,8/9/2019,6:10,TGD,8/9/2019,9:00,HUK,C1F1
FB89,8/10/2019,6:10,TGD,8/10/2019,9:00,HUK,C1F1
FB89,8/11/2019,6:10,TGD,8/11/2019,9:00,HUK,C1F1
FB89,8/12/2019,6:10,TGD,8/12/2019,9:00,HUK,C1F1
FB89,8/13/2019,6:10,TGD,8/13/2019,9:00,HUK,C1F1
FB89,8/14/2019,6:10,TGD,8/14/2019,9:00,HUK,C1F1
FB89,8/15/2019,6:10,TGD,8/15/2019,9:00,HUK,C1F1
FB89,8/16/2019,6:10,TGD,8/16/2019,9:00,HUK,C1F1
FB89,8/17/2019,6:10,TGD,8/17/2019,9:00,HUK,C1F1
FB89,8/18/2019,6:10,TGD,8/18/2019,9:00,HUK,C1F1
FB89,8/19/2019,6:10,TGD,8/19/2019,9:00,HUK,C1F1
FB89,8/20/2019,6:10,TGD,8/20/2019,9:00,HUK,C1F1
FB89,8/21/2019,6:10,TGD,8/21/2019,9:00,HUK,C1F1
FB89,8/22/2019,6:10,TGD,8/22/2019,9:00,HUK,C1F1
FB89,8/23/2019,6:10,TGD,8/23/2019,9:00,HUK,C1F1
FB89,8/24/2019,6:10,TGD,8/24/2019,9:00,HUK,C1F1
FB89,8/25/2019,6:10,TGD,8/25/2019,9:00,HUK,C1F1
FB89,8/26/2019,6:10,TGD,8/26/2019,9:00,HUK,C1F1
FB89,8/27/2019,6:10,TGD,8/27/2019,9:00,HUK,C1F1
FB89,8/28/2019,6:10,TGD,8/28/2019,9:00,HUK,C1F1
FB89,8/29/2019,6:10,TGD,8/29/2019,9:00,HUK,C1F1
FB89,8/30/2019,6:10,TGD,8/30/2019,9:00,HUK,C1F1
FB89,8/31/2019,6:10,TGD,8/31/2019,9:00,HUK,C1F1
FB239,8/1/2019,6:25,TGD,8/1/2019,8:15,FBX,C1F1
FB239,8/2/2019,6:25,TGD,8/2/2019,8:15,FBX,C1F1
FB239,8/3/2019,6:25,TGD,8/3/2019,8:15,FBX,C1F1
FB239,8/4/2019,6:25,TGD,8/4/2019,8:15,FBX,C1F1
FB239,8/5/2019,6:25,TGD,8/5/2019,8:15,FBX,C1F1
FB239,8/6/2019,6:25,TGD,8/6/2019,8:15,FBX,C1F1
FB239,8/7/2019,6:25,TGD,8/7/2019,8:15,FBX,C1F1
FB239,8/8/2019,6:25,TGD,8/8/2019,8:15,FBX,C1F1
FB239,8/9/2019,6:25,TGD,8/9/2019,8:15,FBX,C1F1
FB239,8/10/2019,6:25,TGD,8/10/2019,8:15,FBX,C1F1
FB239,8/11/2019,6:25,TGD,8/11/2019,8:15,FBX,C1F1
FB239,8/12/2019,6:25,TGD,8/12/2019,8:15,FBX,C1F1
FB239,8/13/2019,6:25,TGD,8/13/2019,8:15,FBX,C1F1
FB239,8/14/2019,6:25,TGD,8/14/2019,8:15,FBX,C1F1
FB239,8/15/2019,6:25,TGD,8/15/2019,8:15,FBX,C1F1
FB239,8/16/2019,6:25,TGD,8/16/2019,8:15,FBX,C1F1
FB239,8/17/2019,6:25,TGD,8/17/2019,8:15,FBX,C1F1
FB239,8/18/2019,6:25,TGD,8/18/2019,8:15,FBX,C1F1
FB239,8/19/2019,6:25,TGD,8/19/2019,8:15,FBX,C1F1
FB239,8/20/2019,6:25,TGD,8/20/2019,8:15,FBX,C1F1
FB239,8/21/2019,6:25,TGD,8/21/2019,8:15,FBX,C1F1
FB239,8/22/2019,6:25,TGD,8/22/2019,8:15,FBX,C1F1
FB239,8/23/2019,6:25,TGD,8/23/2019,8:15,FBX,C1F1
FB239,8/24/2019,6:25,TGD,8/24/2019,8:15,FBX,C1F1
FB239,8/25/2019,6:25,TGD,8/25/2019,8:15,FBX,C1F1
FB239,8/26/2019,6:25,TGD,8/26/2019,8:15,FBX,C1F1
FB239,8/27/2019,6:25,TGD,8/27/2019,8:15,FBX,C1F1
FB239,8/28/2019,6:25,TGD,8/28/2019,8:15,FBX,C1F1
FB239,8/29/2019,6:25,TGD,8/29/2019,8:15,FBX,C1F1
FB239,8/30/2019,6:25,TGD,8/30/2019,8:15,FBX,C1F1
FB239,8/31/2019,6:25,TGD,8/31/2019,8:15,FBX,C1F1
FB411,8/1/2019,6:25,TGD,8/1/2019,7:35,HOM,C1F1
FB985,8/1/2019,6:25,TGD,8/1/2019,7:30,HOM,C1F1
FB411,8/2/2019,6:25,TGD,8/2/2019,7:35,HOM,C1F1
FB985,8/2/2019,6:25,TGD,8/2/2019,7:30,HOM,C1F1
FB411,8/3/2019,6:25,TGD,8/3/2019,7:35,HOM,C1F1
FB985,8/3/2019,6:25,TGD,8/3/2019,7:30,HOM,C1F1
FB411,8/4/2019,6:25,TGD,8/4/2019,7:35,HOM,C1F1
FB985,8/4/2019,6:25,TGD,8/4/2019,7:30,HOM,C1F1
FB411,8/5/2019,6:25,TGD,8/5/2019,7:35,HOM,C1F1
FB985,8/5/2019,6:25,TGD,8/5/2019,7:30,HOM,C1F1
FB411,8/6/2019,6:25,TGD,8/6/2019,7:35,HOM,C1F1
FB985,8/6/2019,6:25,TGD,8/6/2019,7:30,HOM,C1F1
FB411,8/7/2019,6:25,TGD,8/7/2019,7:35,HOM,C1F1
FB985,8/7/2019,6:25,TGD,8/7/2019,7:30,HOM,C1F1
FB411,8/8/2019,6:25,TGD,8/8/2019,7:35,HOM,C1F1
FB985,8/8/2019,6:25,TGD,8/8/2019,7:30,HOM,C1F1
FB411,8/9/2019,6:25,TGD,8/9/2019,7:35,HOM,C1F1
FB985,8/9/2019,6:25,TGD,8/9/2019,7:30,HOM,C1F1
FB411,8/10/2019,6:25,TGD,8/10/2019,7:35,HOM,C1F1
FB985,8/10/2019,6:25,TGD,8/10/2019,7:30,HOM,C1F1
FB411,8/11/2019,6:25,TGD,8/11/2019,7:35,HOM,C1F1
FB985,8/11/2019,6:25,TGD,8/11/2019,7:30,HOM,C1F1
FB411,8/12/2019,6:25,TGD,8/12/2019,7:35,HOM,C1F1
FB985,8/12/2019,6:25,TGD,8/12/2019,7:30,HOM,C1F1
FB411,8/13/2019,6:25,TGD,8/13/2019,7:35,HOM,C1F1
FB985,8/13/2019,6:25,TGD,8/13/2019,7:30,HOM,C1F1
FB411,8/14/2019,6:25,TGD,8/14/2019,7:35,HOM,C1F1
FB985,8/14/2019,6:25,TGD,8/14/2019,7:30,HOM,C1F1
FB411,8/15/2019,6:25,TGD,8/15/2019,7:35,HOM,C1F1
FB985,8/15/2019,6:25,TGD,8/15/2019,7:30,HOM,C1F1
FB411,8/16/2019,6:25,TGD,8/16/2019,7:35,HOM,C1F1
FB985,8/16/2019,6:25,TGD,8/16/2019,7:30,HOM,C1F1
FB411,8/17/2019,6:25,TGD,8/17/2019,7:35,HOM,C1F1
FB985,8/17/2019,6:25,TGD,8/17/2019,7:30,HOM,C1F1
FB411,8/18/2019,6:25,TGD,8/18/2019,7:35,HOM,C1F1
FB985,8/18/2019,6:25,TGD,8/18/2019,7:30,HOM,C1F1
FB411,8/19/2019,6:25,TGD,8/19/2019,7:35,HOM,C1F1
FB985,8/19/2019,6:25,TGD,8/19/2019,7:30,HOM,C1F1
FB411,8/20/2019,6:25,TGD,8/20/2019,7:35,HOM,C1F1
FB985,8/20/2019,6:25,TGD,8/20/2019,7:30,HOM,C1F1
FB411,8/21/2019,6:25,TGD,8/21/2019,7:35,HOM,C1F1
FB985,8/21/2019,6:25,TGD,8/21/2019,7:30,HOM,C1F1
FB411,8/22/2019,6:25,TGD,8/22/2019,7:35,HOM,C1F1
FB985,8/22/2019,6:25,TGD,8/22/2019,7:30,HOM,C1F1
FB411,8/23/2019,6:25,TGD,8/23/2019,7:35,HOM,C1F1
FB985,8/23/2019,6:25,TGD,8/23/2019,7:30,HOM,C1F1
FB411,8/24/2019,6:25,TGD,8/24/2019,7:35,HOM,C1F1
FB985,8/24/2019,6:25,TGD,8/24/2019,7:30,HOM,C1F1
FB411,8/25/2019,6:25,TGD,8/25/2019,7:35,HOM,C1F1
FB985,8/25/2019,6:25,TGD,8/25/2019,7:30,HOM,C1F1
FB411,8/26/2019,6:25,TGD,8/26/2019,7:35,HOM,C1F1
FB985,8/26/2019,6:25,TGD,8/26/2019,7:30,HOM,C1F1
FB411,8/27/2019,6:25,TGD,8/27/2019,7:35,HOM,C1F1
FB985,8/27/2019,6:25,TGD,8/27/2019,7:30,HOM,C1F1
FB411,8/28/2019,6:25,TGD,8/28/2019,7:35,HOM,C1F1
FB985,8/28/2019,6:25,TGD,8/28/2019,7:30,HOM,C1F1
FB411,8/29/2019,6:25,TGD,8/29/2019,7:35,HOM,C1F1
FB985,8/29/2019,6:25,TGD,8/29/2019,7:30,HOM,C1F1
FB411,8/30/2019,6:25,TGD,8/30/2019,7:35,HOM,C1F1
FB985,8/30/2019,6:25,TGD,8/30/2019,7:30,HOM,C1F1
FB411,8/31/2019,6:25,TGD,8/31/2019,7:35,HOM,C1F1
FB985,8/31/2019,6:25,TGD,8/31/2019,7:30,HOM,C1F1
FB8560,8/1/2019,6:35,SXA,8/1/2019,8:30,HOM,C1F1
FB8560,8/2/2019,6:35,SXA,8/2/2019,8:30,HOM,C1F1
FB8560,8/3/2019,6:35,SXA,8/3/2019,8:30,HOM,C1F1
FB8560,8/6/2019,6:35,SXA,8/6/2019,8:30,HOM,C1F1
FB8560,8/7/2019,6:35,SXA,8/7/2019,8:30,HOM,C1F1
FB8560,8/8/2019,6:35,SXA,8/8/2019,8:30,HOM,C1F1
FB8560,8/9/2019,6:35,SXA,8/9/2019,8:30,HOM,C1F1
FB8560,8/10/2019,6:35,SXA,8/10/2019,8:30,HOM,C1F1
FB8560,8/13/2019,6:35,SXA,8/13/2019,8:30,HOM,C1F1
FB8560,8/14/2019,6:35,SXA,8/14/2019,8:30,HOM,C1F1
FB8560,8/15/2019,6:35,SXA,8/15/2019,8:30,HOM,C1F1
FB8560,8/16/2019,6:35,SXA,8/16/2019,8:30,HOM,C1F1
FB8560,8/17/2019,6:35,SXA,8/17/2019,8:30,HOM,C1F1
FB8560,8/20/2019,6:35,SXA,8/20/2019,8:30,HOM,C1F1
FB8560,8/21/2019,6:35,SXA,8/21/2019,8:30,HOM,C1F1
FB8560,8/22/2019,6:35,SXA,8/22/2019,8:30,HOM,C1F1
FB8560,8/23/2019,6:35,SXA,8/23/2019,8:30,HOM,C1F1
FB8560,8/24/2019,6:35,SXA,8/24/2019,8:30,HOM,C1F1
FB8560,8/27/2019,6:35,SXA,8/27/2019,8:30,HOM,C1F1
FB8560,8/28/2019,6:35,SXA,8/28/2019,8:30,HOM,C1F1
FB8560,8/29/2019,6:35,SXA,8/29/2019,8:30,HOM,C1F1
FB8560,8/30/2019,6:35,SXA,8/30/2019,8:30,HOM,C1F1
FB8560,8/31/2019,6:35,SXA,8/31/2019,8:30,HOM,C1F1
FB293,8/1/2019,6:40,TGD,8/1/2019,7:55,OOJ,C1F1
FB293,8/2/2019,6:40,TGD,8/2/2019,7:55,OOJ,C1F1
FB293,8/3/2019,6:40,TGD,8/3/2019,7:55,OOJ,C1F1
FB293,8/4/2019,6:40,TGD,8/4/2019,7:55,OOJ,C1F1
FB293,8/5/2019,6:40,TGD,8/5/2019,7:55,OOJ,C1F1
FB293,8/6/2019,6:40,TGD,8/6/2019,7:55,OOJ,C1F1
FB293,8/7/2019,6:40,TGD,8/7/2019,7:55,OOJ,C1F1
FB293,8/8/2019,6:40,TGD,8/8/2019,7:55,OOJ,C1F1
FB293,8/9/2019,6:40,TGD,8/9/2019,7:55,OOJ,C1F1
FB293,8/10/2019,6:40,TGD,8/10/2019,7:55,OOJ,C1F1
FB293,8/11/2019,6:40,TGD,8/11/2019,7:55,OOJ,C1F1
FB293,8/12/2019,6:40,TGD,8/12/2019,7:55,OOJ,C1F1
FB293,8/13/2019,6:40,TGD,8/13/2019,7:55,OOJ,C1F1
FB293,8/14/2019,6:40,TGD,8/14/2019,7:55,OOJ,C1F1
FB293,8/15/2019,6:40,TGD,8/15/2019,7:55,OOJ,C1F1
FB293,8/16/2019,6:40,TGD,8/16/2019,7:55,OOJ,C1F1
FB293,8/17/2019,6:40,TGD,8/17/2019,7:55,OOJ,C1F1
FB293,8/18/2019,6:40,TGD,8/18/2019,7:55,OOJ,C1F1
FB293,8/19/2019,6:40,TGD,8/19/2019,7:55,OOJ,C1F1
FB293,8/20/2019,6:40,TGD,8/20/2019,7:55,OOJ,C1F1
FB293,8/21/2019,6:40,TGD,8/21/2019,7:55,OOJ,C1F1
FB293,8/22/2019,6:40,TGD,8/22/2019,7:55,OOJ,C1F1
FB293,8/23/2019,6:40,TGD,8/23/2019,7:55,OOJ,C1F1
FB293,8/24/2019,6:40,TGD,8/24/2019,7:55,OOJ,C1F1
FB293,8/25/2019,6:40,TGD,8/25/2019,7:55,OOJ,C1F1
FB293,8/26/2019,6:40,TGD,8/26/2019,7:55,OOJ,C1F1
FB293,8/27/2019,6:40,TGD,8/27/2019,7:55,OOJ,C1F1
FB293,8/28/2019,6:40,TGD,8/28/2019,7:55,OOJ,C1F1
FB293,8/29/2019,6:40,TGD,8/29/2019,7:55,OOJ,C1F1
FB293,8/30/2019,6:40,TGD,8/30/2019,7:55,OOJ,C1F1
FB293,8/31/2019,6:40,TGD,8/31/2019,7:55,OOJ,C1F1
FB993,8/1/2019,6:40,TGD,8/1/2019,9:05,SXA,C1F1
FB993,8/2/2019,6:40,TGD,8/2/2019,9:05,SXA,C1F1
FB993,8/3/2019,6:40,TGD,8/3/2019,9:05,SXA,C1F1
FB993,8/4/2019,6:40,TGD,8/4/2019,9:05,SXA,C1F1
FB993,8/5/2019,6:40,TGD,8/5/2019,9:05,SXA,C1F1
FB993,8/6/2019,6:40,TGD,8/6/2019,9:05,SXA,C1F1
FB993,8/7/2019,6:40,TGD,8/7/2019,9:05,SXA,C1F1
FB993,8/8/2019,6:40,TGD,8/8/2019,9:05,SXA,C1F1
FB993,8/9/2019,6:40,TGD,8/9/2019,9:05,SXA,C1F1
FB993,8/10/2019,6:40,TGD,8/10/2019,9:05,SXA,C1F1
FB993,8/11/2019,6:40,TGD,8/11/2019,9:05,SXA,C1F1
FB993,8/12/2019,6:40,TGD,8/12/2019,9:05,SXA,C1F1
FB993,8/13/2019,6:40,TGD,8/13/2019,9:05,SXA,C1F1
FB993,8/14/2019,6:40,TGD,8/14/2019,9:05,SXA,C1F1
FB993,8/15/2019,6:40,TGD,8/15/2019,9:05,SXA,C1F1
FB993,8/16/2019,6:40,TGD,8/16/2019,9:05,SXA,C1F1
FB993,8/17/2019,6:40,TGD,8/17/2019,9:05,SXA,C1F1
FB993,8/18/2019,6:40,TGD,8/18/2019,9:05,SXA,C1F1
FB993,8/19/2019,6:40,TGD,8/19/2019,9:05,SXA,C1F1
FB993,8/20/2019,6:40,TGD,8/20/2019,9:05,SXA,C1F1
FB993,8/21/2019,6:40,TGD,8/21/2019,9:05,SXA,C1F1
FB993,8/22/2019,6:40,TGD,8/22/2019,9:05,SXA,C1F1
FB993,8/23/2019,6:40,TGD,8/23/2019,9:05,SXA,C1F1
FB993,8/24/2019,6:40,TGD,8/24/2019,9:05,SXA,C1F1
FB993,8/25/2019,6:40,TGD,8/25/2019,9:05,SXA,C1F1
FB993,8/26/2019,6:40,TGD,8/26/2019,9:05,SXA,C1F1
FB993,8/27/2019,6:40,TGD,8/27/2019,9:05,SXA,C1F1
FB993,8/28/2019,6:40,TGD,8/28/2019,9:05,SXA,C1F1
FB993,8/29/2019,6:40,TGD,8/29/2019,9:05,SXA,C1F1
FB993,8/30/2019,6:40,TGD,8/30/2019,9:05,SXA,C1F1
FB993,8/31/2019,6:40,TGD,8/31/2019,9:05,SXA,C1F1
FB619,8/1/2019,6:45,TGD,8/1/2019,8:30,XSJ,C1F1
FB619,8/2/2019,6:45,TGD,8/2/2019,8:30,XSJ,C1F1
FB619,8/3/2019,6:45,TGD,8/3/2019,8:30,XSJ,C1F1
FB619,8/4/2019,6:45,TGD,8/4/2019,8:30,XSJ,C1F1
FB619,8/5/2019,6:45,TGD,8/5/2019,8:30,XSJ,C1F1
FB619,8/6/2019,6:45,TGD,8/6/2019,8:30,XSJ,C1F1
FB619,8/7/2019,6:45,TGD,8/7/2019,8:30,XSJ,C1F1
FB619,8/8/2019,6:45,TGD,8/8/2019,8:30,XSJ,C1F1
FB619,8/9/2019,6:45,TGD,8/9/2019,8:30,XSJ,C1F1
FB619,8/10/2019,6:45,TGD,8/10/2019,8:30,XSJ,C1F1
FB619,8/11/2019,6:45,TGD,8/11/2019,8:30,XSJ,C1F1
FB619,8/12/2019,6:45,TGD,8/12/2019,8:30,XSJ,C1F1
FB619,8/13/2019,6:45,TGD,8/13/2019,8:30,XSJ,C1F1
FB619,8/14/2019,6:45,TGD,8/14/2019,8:30,XSJ,C1F1
FB619,8/15/2019,6:45,TGD,8/15/2019,8:30,XSJ,C1F1
FB619,8/16/2019,6:45,TGD,8/16/2019,8:30,XSJ,C1F1
FB619,8/17/2019,6:45,TGD,8/17/2019,8:30,XSJ,C1F1
FB619,8/18/2019,6:45,TGD,8/18/2019,8:30,XSJ,C1F1
FB619,8/19/2019,6:45,TGD,8/19/2019,8:30,XSJ,C1F1
FB619,8/20/2019,6:45,TGD,8/20/2019,8:30,XSJ,C1F1
FB619,8/21/2019,6:45,TGD,8/21/2019,8:30,XSJ,C1F1
FB619,8/22/2019,6:45,TGD,8/22/2019,8:30,XSJ,C1F1
FB619,8/23/2019,6:45,TGD,8/23/2019,8:30,XSJ,C1F1
FB619,8/24/2019,6:45,TGD,8/24/2019,8:30,XSJ,C1F1
FB619,8/25/2019,6:45,TGD,8/25/2019,8:30,XSJ,C1F1
FB619,8/26/2019,6:45,TGD,8/26/2019,8:30,XSJ,C1F1
FB619,8/27/2019,6:45,TGD,8/27/2019,8:30,XSJ,C1F1
FB619,8/28/2019,6:45,TGD,8/28/2019,8:30,XSJ,C1F1
FB619,8/29/2019,6:45,TGD,8/29/2019,8:30,XSJ,C1F1
FB619,8/30/2019,6:45,TGD,8/30/2019,8:30,XSJ,C1F1
FB619,8/31/2019,6:45,TGD,8/31/2019,8:30,XSJ,C1F1
FB381,8/1/2019,6:50,TGD,8/1/2019,8:05,YKJ,C1F1
FB381,8/2/2019,6:50,TGD,8/2/2019,8:05,YKJ,C1F1
FB381,8/3/2019,6:50,TGD,8/3/2019,8:05,YKJ,C1F1
FB381,8/4/2019,6:50,TGD,8/4/2019,8:05,YKJ,C1F1
FB381,8/5/2019,6:50,TGD,8/5/2019,8:05,YKJ,C1F1
FB381,8/6/2019,6:50,TGD,8/6/2019,8:05,YKJ,C1F1
FB381,8/9/2019,6:50,TGD,8/9/2019,8:05,YKJ,C1F1
FB381,8/10/2019,6:50,TGD,8/10/2019,8:05,YKJ,C1F1
FB381,8/11/2019,6:50,TGD,8/11/2019,8:05,YKJ,C1F1
FB381,8/12/2019,6:50,TGD,8/12/2019,8:05,YKJ,C1F1
FB381,8/13/2019,6:50,TGD,8/13/2019,8:05,YKJ,C1F1
FB381,8/14/2019,6:50,TGD,8/14/2019,8:05,YKJ,C1F1
FB381,8/15/2019,6:50,TGD,8/15/2019,8:05,YKJ,C1F1
FB381,8/16/2019,6:50,TGD,8/16/2019,8:05,YKJ,C1F1
