item_id,item_material,item_num,item_length,item_width,item_order
25137,NBSY-0218SD,1,1562,580,order52
25138,NBSY-0218SD,1,305,132.5,order348
25139,NBSY-0218SD,1,1954,58,order586
25140,NBSY-0218SD,1,2334,435,order28
25141,NBSY-0218SD,1,488,158,order549
25142,NBSY-0218SD,1,2084,450,order576
25143,NBSY-0218SD,1,362,627,order79
25144,NBSY-0218SD,1,710,397,order163
25145,NBSY-0218SD,1,513.5,92.5,order376
25146,NBSY-0218SD,1,2360,58,order586
25147,NBSY-0218SD,1,400,58,order49
25149,NBSY-0218SD,1,2053,758,order494
25150,NBSY-0218SD,1,1210,58,order286
25151,NBSY-0218SD,1,162,377,order376
25152,NBSY-0218SD,1,345,319,order278
25153,NBSY-0218SD,1,473,212.5,order348
25154,NBSY-0218SD,1,792,329,order300
25155,NBSY-0218SD,1,427,538,order429
25156,NBSY-0218SD,1,1410.5,330,order542
25157,NBSY-0218SD,1,844,489,order558
25158,NBSY-0218SD,1,458.5,550,order29
25159,NBSY-0218SD,1,770,328,order588
25160,NBSY-0218SD,1,360,579,order52
25161,NBSY-0218SD,1,398,48,order129
25162,NBSY-0218SD,1,766,468,order377
25163,NBSY-0218SD,1,762,579,order368
25164,NBSY-0218SD,1,876,58,order429
25165,NBSY-0218SD,1,825,277.5,order276
25166,NBSY-0218SD,1,817,132.5,order549
25167,NBSY-0218SD,1,677,426.5,order601
25168,NBSY-0218SD,1,815,418.5,order186
25169,NBSY-0218SD,1,2438,38,order552
25170,NBSY-0218SD,1,822,558,order50
25171,NBSY-0218SD,1,1210,148,order286
25172,NBSY-0218SD,1,770,58,order163
25173,NBSY-0218SD,1,819,318,order556
25174,NBSY-0218SD,1,911,52.5,order368
25175,NBSY-0218SD,1,851.5,474,order586
25176,NBSY-0218SD,1,530,807,order132
25177,NBSY-0218SD,1,692,177,order8
25178,NBSY-0218SD,1,662,579,order559
25179,NBSY-0218SD,1,449,38,order186
25180,NBSY-0218SD,1,880,438,order489
25181,NBSY-0218SD,1,613,499,order50
25182,NBSY-0218SD,1,200,353,order358
25183,NBSY-0218SD,1,371,172.5,order429
25184,NBSY-0218SD,1,488,158,order429
25185,NBSY-0218SD,1,2252,390,order267
25186,NBSY-0218SD,1,636.5,216.5,order601
25187,NBSY-0218SD,1,2398,380,order49
25188,NBSY-0218SD,1,778,510,order559
25189,NBSY-0218SD,1,376,379,order413
25190,NBSY-0218SD,1,432,547,order479
25191,NBSY-0218SD,1,782,328,order78
25192,NBSY-0218SD,1,2098,558,order416
25193,NBSY-0218SD,1,527,401,order555
25194,NBSY-0218SD,1,298,330,order549
25195,NBSY-0218SD,1,380,38,order575
25196,NBSY-0218SD,1,1112,557,order477
25197,NBSY-0218SD,1,562,78,order599
25198,NBSY-0218SD,1,930,341,order428
25199,NBSY-0218SD,1,892,58,order597
25200,NBSY-0218SD,1,316,439,order553
25201,NBSY-0218SD,1,255,442,order403
25202,NBSY-0218SD,1,432.5,398,order129
25203,NBSY-0218SD,1,481,330,order542
25204,NBSY-0218SD,1,438,118,order416
25205,NBSY-0218SD,1,574,378,order278
25206,NBSY-0218SD,1,373.5,778,order348
25207,NBSY-0218SD,1,363,489,order79
25208,NBSY-0218SD,1,2398,398,order49
25209,NBSY-0218SD,1,2347,558,order76
25210,NBSY-0218SD,1,337,356,order587
25211,NBSY-0218SD,1,376,379,order413
25212,NBSY-0218SD,1,2377,415,order80
25214,NBSY-0218SD,1,481,446,order597
25215,NBSY-0218SD,1,553,558,order416
25216,NBSY-0218SD,1,380.5,458,order598
25217,NBSY-0218SD,1,446,83,order415
25218,NBSY-0218SD,1,308,434,order412
25219,NBSY-0218SD,1,388,78,order494
25220,NBSY-0218SD,1,383,358,order100
25221,NBSY-0218SD,1,1210,626.5,order286
25222,NBSY-0218SD,1,438,158,order163
25223,NBSY-0218SD,1,865,498,order586
25224,NBSY-0218SD,1,617,121.5,order300
25225,NBSY-0218SD,1,1597,55,order50
25226,NBSY-0218SD,1,459.5,872,order576
25227,NBSY-0218SD,1,253,48,order575
25228,NBSY-0218SD,1,756,92.5,order39
25229,NBSY-0218SD,1,305,269,order300
25230,NBSY-0218SD,1,448,577,order139
25231,NBSY-0218SD,1,1135,377,order601
25232,NBSY-0218SD,1,161,248,order598
25233,NBSY-0218SD,1,793,327.5,order602
25234,NBSY-0218SD,1,1859,58,order429
25235,NBSY-0218SD,1,719,178,order185
25236,NBSY-0218SD,1,343,278,order575
25237,NBSY-0218SD,1,276,267,order41
25238,NBSY-0218SD,1,242,703.5,order115
25240,NBSY-0218SD,1,269,347,order300
25241,NBSY-0218SD,1,1447.5,310,order278
25242,NBSY-0218SD,1,836,198,order162
25243,NBSY-0218SD,1,572,108,order368
25244,NBSY-0218SD,1,1316.5,512,order368
25245,NBSY-0218SD,1,697,386,order598
25246,NBSY-0218SD,1,379.3,310,order112
25247,NBSY-0218SD,1,662,587,order551
25248,NBSY-0218SD,1,872,58,order576
25249,NBSY-0218SD,1,448,78,order479
25251,NBSY-0218SD,1,1525.5,360,order52
25252,NBSY-0218SD,1,2355,38,order26
25254,NBSY-0218SD,1,2146,763,order267
25255,NBSY-0218SD,1,838,379,order49
25256,NBSY-0218SD,1,2198,298,order115
25257,NBSY-0218SD,1,2338,598,order80
25258,NBSY-0218SD,1,638,320,order278
25259,NBSY-0218SD,1,448,1196.8,order112
25260,NBSY-0218SD,1,464,92.5,order596
25261,NBSY-0218SD,1,1343,58,order276
25262,NBSY-0218SD,1,597,58,order358
25263,NBSY-0218SD,1,947,557,order80
25264,NBSY-0218SD,1,1768,58,order549
25265,NBSY-0218SD,1,1780,58,order80
25266,NBSY-0218SD,1,411,663,order588
25267,NBSY-0218SD,1,732,359,order587
25268,NBSY-0218SD,1,344,299.5,order278
25269,NBSY-0218SD,1,1132,347,order78
25270,NBSY-0218SD,1,1688,58,order299
25271,NBSY-0218SD,1,530,831,order131
25272,NBSY-0218SD,1,364,439,order489
25273,NBSY-0218SD,1,716,259.5,order513
25274,NBSY-0218SD,1,1198,348,order300
25275,NBSY-0218SD,1,372,489,order429
25276,NBSY-0218SD,1,851,559,order28
25277,NBSY-0218SD,1,792,329,order300
25278,NBSY-0218SD,1,132,593,order300
25279,NBSY-0218SD,1,351,547,order29
25280,NBSY-0218SD,1,777,329,order417
25281,NBSY-0218SD,1,347,579,order358
25282,NBSY-0218SD,1,936,538,order77
25283,NBSY-0218SD,1,598,455,order415
25284,NBSY-0218SD,1,288,78,order300
25285,NBSY-0218SD,1,348,78,order370
25286,NBSY-0218SD,1,906,689,order428
25287,NBSY-0218SD,1,732,360,order587
25288,NBSY-0218SD,1,675,327,order432
25289,NBSY-0218SD,1,548,349,order428
25290,NBSY-0218SD,1,659,330,order300
25291,NBSY-0218SD,1,423,268,order403
25292,NBSY-0218SD,1,2425,568,order163
25293,NBSY-0218SD,1,408,269,order300
25294,NBSY-0218SD,1,408,212.5,order477
25295,NBSY-0218SD,1,201,372,order358
25296,NBSY-0218SD,1,553,280.5,order348
25297,NBSY-0218SD,1,238,158,order559
25298,NBSY-0218SD,1,2098,38,order429
25299,NBSY-0218SD,1,1112,559,order477
25300,NBSY-0218SD,1,811,516,order76
25301,NBSY-0218SD,1,400,537,order76
25302,NBSY-0218SD,1,344,300,order278
25303,NBSY-0218SD,1,1704,58,order600
25304,NBSY-0218SD,1,660,58,order52
25305,NBSY-0218SD,1,1439.5,395,order79
25306,NBSY-0218SD,1,454,413,order415
25307,NBSY-0218SD,1,238,118,order359
25308,NBSY-0218SD,1,998,248,order542
25309,NBSY-0218SD,1,981.5,121.5,order368
25310,NBSY-0218SD,1,639.5,239,order586
25311,NBSY-0218SD,1,115,599,order479
25312,NBSY-0218SD,1,488,158,order558
25313,NBSY-0218SD,1,268.5,466,order403
25314,NBSY-0218SD,1,438,78,order489
25315,NBSY-0218SD,1,418,556,order555
25316,NBSY-0218SD,1,365,536,order494
25317,NBSY-0218SD,1,1183,58,order113
25318,NBSY-0218SD,1,792,58,order300
25319,NBSY-0218SD,1,617,121.5,order300
25320,NBSY-0218SD,1,980,576,order132
25321,NBSY-0218SD,1,811,576,order80
25322,NBSY-0218SD,1,534,465,order479
25323,NBSY-0218SD,1,762,58,order139
25324,NBSY-0218SD,1,562,427,order276
25325,NBSY-0218SD,1,1498,598,order163
25326,NBSY-0218SD,1,562,58,order559
25327,NBSY-0218SD,1,710.5,182.5,order586
25328,NBSY-0218SD,1,2386,440,order76
25329,NBSY-0218SD,1,338,78,order559
25330,NBSY-0218SD,1,2386,415,order76
25331,NBSY-0218SD,1,376,377,order413
25333,NBSY-0218SD,1,1044,178,order348
25334,NBSY-0218SD,1,783,328,order79
25335,NBSY-0218SD,1,162,377,order376
25336,NBSY-0218SD,1,594.5,175.5,order376
25337,NBSY-0218SD,1,488,558,order494
25338,NBSY-0218SD,1,1428,432,order370
25339,NBSY-0218SD,1,461,132.5,order598
25340,NBSY-0218SD,1,488,78,order542
25342,NBSY-0218SD,1,2018,546,order597
25343,NBSY-0218SD,1,2084,501,order576
25344,NBSY-0218SD,1,1443.5,475,order542
25345,NBSY-0218SD,1,187,310,order112
25346,NBSY-0218SD,1,655,410,order300
25347,NBSY-0218SD,1,792,309.5,order300
25348,NBSY-0218SD,1,1816,479,order553
25349,NBSY-0218SD,1,2053,557,order494
25350,NBSY-0218SD,1,322,349,order542
25351,NBSY-0218SD,1,537,289,order300
25352,NBSY-0218SD,1,770,418,order552
25353,NBSY-0218SD,1,515,577,order39
25354,NBSY-0218SD,1,1132,359,order299
25355,NBSY-0218SD,1,2410,38,order377
25356,NBSY-0218SD,1,1248,58,order402
25357,NBSY-0218SD,1,2298,373,order358
25358,NBSY-0218SD,1,730,497,order543
25359,NBSY-0218SD,1,948,248,order599
25360,NBSY-0218SD,1,2418,58,order595
25361,NBSY-0218SD,1,630.5,239,order586
25362,NBSY-0218SD,1,402,347,order478
25363,NBSY-0218SD,1,570,507,order100
25364,NBSY-0218SD,1,448,78,order479
25365,NBSY-0218SD,1,248,1198,order185
25366,NBSY-0218SD,1,2084,425,order131
25368,NBSY-0218SD,1,751,482,order597
25369,NBSY-0218SD,1,498,238,order50
25370,NBSY-0218SD,1,474,48,order76
25371,NBSY-0218SD,1,580.5,289,order601
25372,NBSY-0218SD,1,2389,330,order300
25373,NBSY-0218SD,1,1439.5,395,order79
25374,NBSY-0218SD,1,536,52.5,order300
25375,NBSY-0218SD,1,288,118,order124
25376,NBSY-0218SD,1,288,198,order556
25377,NBSY-0218SD,1,1430,623,order370
25378,NBSY-0218SD,1,975,574,order139
25379,NBSY-0218SD,1,609,132.5,order377
25380,NBSY-0218SD,1,238,238,order586
25381,NBSY-0218SD,1,1243,348,order300
25382,NBSY-0218SD,1,900,553,order553
25383,NBSY-0218SD,1,900,558,order558
25384,NBSY-0218SD,1,731,547,order29
25385,NBSY-0218SD,1,920.5,38,order39
25386,NBSY-0218SD,1,2438,38,order559
25387,NBSY-0218SD,1,2098,558,order416
25388,NBSY-0218SD,1,278,298,order602
25389,NBSY-0218SD,1,2438,38,order587
25390,NBSY-0218SD,1,2348,530,order595
25391,NBSY-0218SD,1,592.5,289,order601
25392,NBSY-0218SD,1,936,58,order77
25393,NBSY-0218SD,1,537,289,order300
25394,NBSY-0218SD,1,519.5,358,order100
25396,NBSY-0218SD,1,338,78,order559
25397,NBSY-0218SD,1,298,298,order513
25398,NBSY-0218SD,1,822,200,order39
25399,NBSY-0218SD,1,880,558,order477
25400,NBSY-0218SD,1,2438,38,order602
25401,NBSY-0218SD,1,488,198,order429
25402,NBSY-0218SD,1,2084,408.8,order132
25403,NBSY-0218SD,1,968,58,order76
25405,NBSY-0218SD,1,438,78,order602
25406,NBSY-0218SD,1,1998,530,order550
25407,NBSY-0218SD,1,580,254.5,order556
25408,NBSY-0218SD,1,643,248,order286
25409,NBSY-0218SD,1,735,528,order368
25410,NBSY-0218SD,1,2146,763,order267
25411,NBSY-0218SD,1,2398,38,order326
25412,NBSY-0218SD,1,440,172.5,order597
25413,NBSY-0218SD,1,794,297,order602
25414,NBSY-0218SD,1,1011,58,order370
25415,NBSY-0218SD,1,638,320,order278
25416,NBSY-0218SD,1,634,378,order278
25417,NBSY-0218SD,1,440,553,order553
25418,NBSY-0218SD,1,732,374,order587
25419,NBSY-0218SD,1,1918,38,order392
25420,NBSY-0218SD,1,644,409,order413
25421,NBSY-0218SD,1,634,378,order278
25422,NBSY-0218SD,1,811,595,order80
25423,NBSY-0218SD,1,2420,38,order588
25424,NBSY-0218SD,1,527,38,order555
25425,NBSY-0218SD,1,262,58,order553
25426,NBSY-0218SD,1,407,58,order553
25427,NBSY-0218SD,1,2398,380,order49
25428,NBSY-0218SD,1,962,342.5,order587
25429,NBSY-0218SD,1,1485,58,order370
25430,NBSY-0218SD,1,562,427,order276
25431,NBSY-0218SD,1,753,348,order432
25432,NBSY-0218SD,1,2228,58,order131
25433,NBSY-0218SD,1,598,298,order318
25434,NBSY-0218SD,1,408,214,order477
25435,NBSY-0218SD,1,488,238,order348
25436,NBSY-0218SD,1,474,489,order348
25437,NBSY-0218SD,1,734,418.5,order186
25438,NBSY-0218SD,1,947,58,order80
25439,NBSY-0218SD,1,438,78,order602
25440,NBSY-0218SD,1,318,38,order41
25441,NBSY-0218SD,1,1783,287,order41
25442,NBSY-0218SD,1,422,339,order559
25443,NBSY-0218SD,1,750,557,order494
25444,NBSY-0218SD,1,732,58,order587
25445,NBSY-0218SD,1,2398,580,order558
25446,NBSY-0218SD,1,1063,177,order428
25447,NBSY-0218SD,1,2251,771,order588
25448,NBSY-0218SD,1,595,38,order163
25449,NBSY-0218SD,1,431,548,order597
25450,NBSY-0218SD,1,462,389,order598
25451,NBSY-0218SD,1,2098,380,order413
25452,NBSY-0218SD,1,1196.8,329,order112
25453,NBSY-0218SD,1,237,461,order473
25454,NBSY-0218SD,1,373,398,order414
25455,NBSY-0218SD,1,541.5,447.5,order429
25456,NBSY-0218SD,1,344,300,order278
25457,NBSY-0218SD,1,1480,309,order278
25458,NBSY-0218SD,1,470,132.5,order555
25459,NBSY-0218SD,1,338,118,order587
25460,NBSY-0218SD,1,811,58,order80
25461,NBSY-0218SD,1,1235,298,order276
25462,NBSY-0218SD,1,1040,252,order276
25463,NBSY-0218SD,1,792,329,order300
25464,NBSY-0218SD,1,1478,478,order575
25465,NBSY-0218SD,1,432,545,order597
25467,NBSY-0218SD,1,372,489,order429
25468,NBSY-0218SD,1,638,38,order368
25469,NBSY-0218SD,1,625,745,order551
25470,NBSY-0218SD,1,1418.5,380,order587
25471,NBSY-0218SD,1,437,553,order553
25472,NBSY-0218SD,1,1120,797.2,order112
25473,NBSY-0218SD,1,2391,38,order139
25474,NBSY-0218SD,1,606,439,order139
25475,NBSY-0218SD,1,441,389,order597
25476,NBSY-0218SD,1,1494,319,order278
25477,NBSY-0218SD,1,462,346,order186
25478,NBSY-0218SD,1,2398,280,order553
25479,NBSY-0218SD,1,99.5,479,order602
25480,NBSY-0218SD,1,473.5,478.5,order550
25481,NBSY-0218SD,1,671,376,order576
25483,NBSY-0218SD,1,655,410,order300
25484,NBSY-0218SD,1,1494,541,order278
25485,NBSY-0218SD,1,161,428,order79
25486,NBSY-0218SD,1,947,58,order80
25487,NBSY-0218SD,1,662,558,order559
25488,NBSY-0218SD,1,711,52.5,order479
25489,NBSY-0218SD,1,312,356,order601
25490,NBSY-0218SD,1,636,447,order549
25491,NBSY-0218SD,1,338,158,order587
25492,NBSY-0218SD,1,261,310,order300
25493,NBSY-0218SD,1,1736,58,order8
25494,NBSY-0218SD,1,2377,415,order80
25495,NBSY-0218SD,1,2438,38,order601
25496,NBSY-0218SD,1,2038,580,order415
25497,NBSY-0218SD,1,735,278,order359
25498,NBSY-0218SD,1,471,339,order555
25499,NBSY-0218SD,1,298,78,order163
25500,NBSY-0218SD,1,1447.5,310,order278
25501,NBSY-0218SD,1,732,379,order587
25502,NBSY-0218SD,1,255,267,order403
25503,NBSY-0218SD,1,2425,568,order163
25504,NBSY-0218SD,1,230.5,376,order601
25505,NBSY-0218SD,1,392,327,order300
25506,NBSY-0218SD,1,946,482,order80
25507,NBSY-0218SD,1,745,586,order551
25508,NBSY-0218SD,1,815,418.5,order186
25509,NBSY-0218SD,1,312,323.5,order601
25510,NBSY-0218SD,1,630,727,order8
25511,NBSY-0218SD,1,1429.5,319,order278
25512,NBSY-0218SD,1,601,345,order278
25513,NBSY-0218SD,1,395,48,order139
25514,NBSY-0218SD,1,636,447,order549
25515,NBSY-0218SD,1,2384,58,order555
25516,NBSY-0218SD,1,1243,348,order300
25517,NBSY-0218SD,1,180,378,order376
25518,NBSY-0218SD,1,778,326,order559
25519,NBSY-0218SD,1,466,387,order559
25520,NBSY-0218SD,1,750,58,order494
25521,NBSY-0218SD,1,770,418,order552
25522,NBSY-0218SD,1,727,58,order131
25523,NBSY-0218SD,1,530,840,order131
25524,NBSY-0218SD,1,351,723,order326
25525,NBSY-0218SD,1,388,158,order598
25526,NBSY-0218SD,1,461,132.5,order598
25527,NBSY-0218SD,1,2021.5,371,order368
25528,NBSY-0218SD,1,535,540,order368
25529,NBSY-0218SD,1,2252,390,order267
25530,NBSY-0218SD,1,853,575,order549
25531,NBSY-0218SD,1,344,300,order278
25532,NBSY-0218SD,1,1063,58,order428
25533,NBSY-0218SD,1,697,53,order598
25534,NBSY-0218SD,1,1967,58,order494
25535,NBSY-0218SD,1,574,378,order278
25536,NBSY-0218SD,1,991,58,order370
25537,NBSY-0218SD,1,562,261,order559
25538,NBSY-0218SD,1,605.5,289,order276
25539,NBSY-0218SD,1,2438,38,order559
25540,NBSY-0218SD,1,455,579,order415
25541,NBSY-0218SD,1,414,439,order602
25542,NBSY-0218SD,1,397,58,order100
25543,NBSY-0218SD,1,2353,822,order50
25544,NBSY-0218SD,1,1371,812,order185
25545,NBSY-0218SD,1,387,158,order553
25546,NBSY-0218SD,1,900,287.5,order355
25547,NBSY-0218SD,1,730.5,443,order598
25548,NBSY-0218SD,1,640.5,408,order413
25549,NBSY-0218SD,1,261,277.5,order276
25550,NBSY-0218SD,1,689,297,order428
25551,NBSY-0218SD,1,269,347,order300
25552,NBSY-0218SD,1,2003,953,order403
25553,NBSY-0218SD,1,2369,392.5,order377
25554,NBSY-0218SD,1,2370,558,order377
25555,NBSY-0218SD,1,2001,459,order416
25556,NBSY-0218SD,1,288,118,order276
25557,NBSY-0218SD,1,1302,457,order575
25558,NBSY-0218SD,1,1616.5,962,order359
25559,NBSY-0218SD,1,310,58,order431
25560,NBSY-0218SD,1,414,349,order473
25561,NBSY-0218SD,1,350,128,order542
25562,NBSY-0218SD,1,277,286,order41
25563,NBSY-0218SD,1,288,78,order300
25564,NBSY-0218SD,1,922,329,order411
25565,NBSY-0218SD,1,924,225.5,order558
25566,NBSY-0218SD,1,494,475,order185
25567,NBSY-0218SD,1,2394.5,375,order29
25568,NBSY-0218SD,1,1961,762,order139
25569,NBSY-0218SD,1,513,372.5,order559
25570,NBSY-0218SD,1,505,132.5,order559
25571,NBSY-0218SD,1,1067,342,order113
25572,NBSY-0218SD,1,154.5,327,order276
25573,NBSY-0218SD,1,862,243,order80
25574,NBSY-0218SD,1,838,346.5,order49
25575,NBSY-0218SD,1,1622,261,order300
25576,NBSY-0218SD,1,800,92.5,order600
25577,NBSY-0218SD,1,380,300,order278
25578,NBSY-0218SD,1,660,328,order588
25579,NBSY-0218SD,1,378.5,310,order112
25580,NBSY-0218SD,1,338,158,order555
25581,NBSY-0218SD,1,613,412,order286
25582,NBSY-0218SD,1,1010,38,order417
25583,NBSY-0218SD,1,2438,38,order598
25584,NBSY-0218SD,1,1010,58,order39
25585,NBSY-0218SD,1,713,249.5,order278
25586,NBSY-0218SD,1,1197,498,order39
25587,NBSY-0218SD,1,578,468,order598
25588,NBSY-0218SD,1,360,597,order52
25589,NBSY-0218SD,1,548.5,565.5,order129
25590,NBSY-0218SD,1,338,158,order377
25591,NBSY-0218SD,1,658,338,order551
25592,NBSY-0218SD,1,692,411,order602
25593,NBSY-0218SD,1,885,555,order429
25594,NBSY-0218SD,1,759,58,order52
25595,NBSY-0218SD,1,229,279.5,order185
25596,NBSY-0218SD,1,598,298,order318
25597,NBSY-0218SD,1,427,260,order392
25598,NBSY-0218SD,1,2438,38,order597
25599,NBSY-0218SD,1,1235,298,order276
25600,NBSY-0218SD,1,322,347,order576
25601,NBSY-0218SD,1,693,299,order50
25602,NBSY-0218SD,1,1222,337,order556
25603,NBSY-0218SD,1,348,330,order417
25604,NBSY-0218SD,1,362,457,order598
25606,NBSY-0218SD,1,118,578,order602
25607,NBSY-0218SD,1,99.5,479,order602
25608,NBSY-0218SD,1,921,58,order162
25609,NBSY-0218SD,1,2148,578,order132
25610,NBSY-0218SD,1,438,198,order80
25611,NBSY-0218SD,1,459,258,order586
25612,NBSY-0218SD,1,939,358.5,order428
25613,NBSY-0218SD,1,694,58,order428
25614,NBSY-0218SD,1,442,439,order489
25615,NBSY-0218SD,1,2236,402,order478
25616,NBSY-0218SD,1,475.5,380,order587
25617,NBSY-0218SD,1,541,319,order278
25618,NBSY-0218SD,1,1822,350,order377
25619,NBSY-0218SD,1,1148,466,order597
25620,NBSY-0218SD,1,378,38,order286
25621,NBSY-0218SD,1,438,78,order602
25622,NBSY-0218SD,1,746,885,order79
25623,NBSY-0218SD,1,376,309.5,order300
25624,NBSY-0218SD,1,1859,330,order300
25625,NBSY-0218SD,1,556,38,order556
25627,NBSY-0218SD,1,443,58,order543
25628,NBSY-0218SD,1,734,402.5,order417
25629,NBSY-0218SD,1,118,457,order417
25630,NBSY-0218SD,1,400,377,order49
25631,NBSY-0218SD,1,400,358,order49
25632,NBSY-0218SD,1,401,328,order478
25633,NBSY-0218SD,1,1298,38,order513
25634,NBSY-0218SD,1,413,52.5,order542
25635,NBSY-0218SD,1,2301,574,order553
25636,NBSY-0218SD,1,401,688,order131
25637,NBSY-0218SD,1,384,371,order326
25638,NBSY-0218SD,1,2284,406,order596
25639,NBSY-0218SD,1,584.5,58,order129
25640,NBSY-0218SD,1,1368,648,order79
25641,NBSY-0218SD,1,295,777,order348
25642,NBSY-0218SD,1,1343,58,order276
25643,NBSY-0218SD,1,391,364.5,order49
25644,NBSY-0218SD,1,812,557,order76
25645,NBSY-0218SD,1,492,58,order357
25646,NBSY-0218SD,1,774,198,order559
25647,NBSY-0218SD,1,1098,380,order413
25648,NBSY-0218SD,1,967,384.5,order299
25649,NBSY-0218SD,1,298,298,order513
25650,NBSY-0218SD,1,425,181,order416
25651,NBSY-0218SD,1,2201,201,order358
25652,NBSY-0218SD,1,238,118,order359
25654,NBSY-0218SD,1,560,213.5,order555
25655,NBSY-0218SD,1,1781,298,order556
25656,NBSY-0218SD,1,161,327,order124
25657,NBSY-0218SD,1,277,286,order41
25658,NBSY-0218SD,1,498,238,order50
25659,NBSY-0218SD,1,491,438,order357
25660,NBSY-0218SD,1,2148,58,order129
25661,NBSY-0218SD,1,908,148,order542
25662,NBSY-0218SD,1,763,518,order267
25663,NBSY-0218SD,1,528,380,order413
25664,NBSY-0218SD,1,830,240,order586
25665,NBSY-0218SD,1,752,377,order402
25666,NBSY-0218SD,1,459,538,order416
25667,NBSY-0218SD,1,566,298,order276
25668,NBSY-0218SD,1,339.5,325.5,order598
25669,NBSY-0218SD,1,238,118,order359
25670,NBSY-0218SD,1,373,378,order412
25671,NBSY-0218SD,1,681,377,order601
25672,NBSY-0218SD,1,1098,38,order50
25673,NBSY-0218SD,1,238,118,order185
25674,NBSY-0218SD,1,459,259.5,order586
25675,NBSY-0218SD,1,1357,58,order553
25676,NBSY-0218SD,1,460,58,order586
25677,NBSY-0218SD,1,498,526,order576
25678,NBSY-0218SD,1,2361,58,order185
25679,NBSY-0218SD,1,430,339,order587
25680,NBSY-0218SD,1,974,557,order139
25681,NBSY-0218SD,1,2398,575,order553
25682,NBSY-0218SD,1,932,527,order595
25683,NBSY-0218SD,1,2301,856,order555
25684,NBSY-0218SD,1,301,347,order358
25685,NBSY-0218SD,1,297,78,order542
25686,NBSY-0218SD,1,114.5,564,order494
25687,NBSY-0218SD,1,1188,290,order431
25688,NBSY-0218SD,1,1603,528,order559
25689,NBSY-0218SD,1,1552,737,order559
25690,NBSY-0218SD,1,662,587,order551
25691,NBSY-0218SD,1,878,922,order411
25692,NBSY-0218SD,1,474.5,450,order576
25693,NBSY-0218SD,1,435,577,order163
25694,NBSY-0218SD,1,1114,43,order300
25695,NBSY-0218SD,1,2084,413,order129
25696,NBSY-0218SD,1,516.5,762,order368
25697,NBSY-0218SD,1,288,158,order601
25698,NBSY-0218SD,1,851.5,966,order586
25699,NBSY-0218SD,1,910,239,order586
25700,NBSY-0218SD,1,759,579,order52
25701,NBSY-0218SD,1,851,538,order28
25702,NBSY-0218SD,1,456,379,order598
25703,NBSY-0218SD,1,697,426,order598
25704,NBSY-0218SD,1,339,276,order576
25705,NBSY-0218SD,1,459,557,order416
25706,NBSY-0218SD,1,397,309,order411
25707,NBSY-0218SD,1,427,538,order429
25708,NBSY-0218SD,1,2425,568,order162
25709,NBSY-0218SD,1,114.5,459.5,order494
25711,NBSY-0218SD,1,1414,58,order550
25712,NBSY-0218SD,1,998,38,order587
25713,NBSY-0218SD,1,819.5,302.5,order431
25714,NBSY-0218SD,1,370,328,order588
25715,NBSY-0218SD,1,522,223,order489
25716,NBSY-0218SD,1,2052,564.5,order129
25717,NBSY-0218SD,1,1111,482,order597
25718,NBSY-0218SD,1,973,578,order50
25719,NBSY-0218SD,1,512,407,order596
25720,NBSY-0218SD,1,2393,408,order596
25721,NBSY-0218SD,1,332,128.5,order494
